datum;nove_pripady;nove_reinfekce;pripady_neockovani_neprodelali;pripady_neockovani_prodelali;pripady_ockovani_neprodelali;pripady_ockovani_prodelali
2021-11-01;7634;214;5208;167;2426;47
2021-11-02;9967;109;6981;91;2986;18
2021-11-03;9508;220;6599;162;2909;58
2021-11-04;8519;291;5671;228;2848;63
2021-11-05;9281;218;6395;176;2886;42
2021-11-06;5756;123;3931;99;1825;24
2021-11-07;3038;88;2007;69;1031;19
2021-11-08;9312;211;6301;158;3011;53
2021-11-09;14612;297;10616;237;3996;60
2021-11-10;13593;337;9630;267;3963;70
2021-11-11;10473;224;7157;180;3316;44
2021-11-12;14275;392;9762;308;4513;84
2021-11-13;9205;228;6451;179;2754;49
2021-11-14;5723;115;3944;92;1779;23
2021-11-15;11601;267;7812;212;3789;55
2021-11-16;22575;573;16254;458;6321;115
2021-11-17;14232;356;10257;291;3975;65
2021-11-18;13540;331;9323;262;4217;69
2021-11-19;23011;655;15953;501;7058;154
2021-11-20;14438;331;10106;264;4332;67
2021-11-21;8301;204;5601;158;2700;46
2021-11-22;14549;346;9698;269;4851;77
2021-11-23;25937;672;18344;522;7593;150
2021-11-24;18075;419;12734;331;5341;88
2021-11-25;27959;633;19230;488;8729;145
2021-11-26;20426;675;13802;496;6624;179
2021-11-27;12555;328;8341;251;4214;77
2021-11-28;9327;195;5934;150;3393;45
2021-11-29;17657;468;11533;358;6124;110
2021-11-30;22050;549;15150;403;6900;146
2021-12-01;21179;514;14277;376;6902;138
2021-12-02;18655;498;12334;369;6321;129
2021-12-03;17703;442;11239;312;6464;130
2021-12-04;10991;292;6885;204;4106;88
2021-12-05;6353;128;3819;101;2534;27
2021-12-06;15607;407;9848;284;5759;123
2021-12-07;19551;512;13168;391;6383;121
2021-12-08;16230;460;10754;329;5476;131
2021-12-09;14286;382;9063;259;5223;123
2021-12-10;12424;308;7775;220;4649;88
2021-12-11;9106;241;5614;169;3492;72
2021-12-12;4140;104;2369;69;1771;35
2021-12-13;11927;300;7760;209;4167;91
2021-12-14;16721;449;11222;332;5499;117
2021-12-15;11630;361;7594;258;4036;103
2021-12-16;9512;259;6061;187;3451;72
2021-12-17;8986;275;5635;200;3351;75
2021-12-18;5990;167;3646;115;2344;52
2021-12-19;3758;88;2184;60;1574;28
2021-12-20;8612;208;5277;149;3335;59
2021-12-21;11861;333;7838;236;4023;97
2021-12-22;7705;231;4831;159;2874;72
2021-12-23;7375;273;4511;168;2864;105
2021-12-24;2054;95;1190;54;864;41
2021-12-25;1100;37;632;16;468;21
2021-12-26;2022;72;1015;39;1007;33
2021-12-27;6877;215;3869;117;3008;98
2021-12-28;9089;275;5279;167;3810;108
2021-12-29;6167;232;3498;121;2669;111
2021-12-30;5764;219;3199;110;2565;109
2021-12-31;5008;229;2690;118;2318;111
2022-01-01;1101;50;618;22;483;28
2022-01-02;1937;133;851;48;1086;85
2022-01-03;9368;622;4476;250;4892;372
2022-01-04;10195;712;5125;327;5070;385
2022-01-05;7399;634;3520;276;3879;358
2022-01-06;6648;633;3151;271;3497;362
2022-01-07;6677;597;3275;286;3402;311
2022-01-08;3971;328;1839;176;2132;152
2022-01-09;2768;232;1199;85;1569;147
2022-01-10;7370;707;3420;341;3950;366
2022-01-11;12384;1322;5959;663;6425;659
2022-01-12;11479;1369;5313;637;6166;732
2022-01-13;11700;1446;5409;744;6291;702
2022-01-14;13237;1659;6281;865;6956;794
2022-01-15;9299;1175;4295;588;5004;587
2022-01-16;7249;876;3187;409;4062;467
2022-01-17;20322;1990;8774;934;11548;1056
2022-01-18;28508;3646;13061;1925;15447;1721
2022-01-19;26037;4659;11938;2417;14099;2242
2022-01-20;26945;3620;11657;1806;15288;1814
2022-01-21;26642;3045;11843;1513;14799;1532
2022-01-22;18363;2214;8375;1157;9988;1057
2022-01-23;12909;3575;5242;1800;7667;1775
2022-01-24;30405;3158;12711;1426;17694;1732
2022-01-25;39647;2423;18499;1359;21148;1064
2022-01-26;54714;4880;25121;3223;29593;1657
2022-01-27;34830;16340;15683;8256;19147;8084
2022-01-28;47287;8029;21234;4237;26053;3792
2022-01-29;18297;3166;7993;1629;10304;1537
2022-01-30;23954;3843;9830;1832;14124;2011
2022-01-31;29575;5070;12112;2492;17463;2578
2022-02-01;57264;9800;26212;5374;31052;4426
2022-02-02;43368;7416;19982;4086;23386;3330
2022-02-03;37705;6600;17013;3423;20692;3177
2022-02-04;28758;5180;12694;2661;16064;2519
2022-02-05;24023;4016;10255;1935;13768;2081
2022-02-06;9080;1494;3176;605;5904;889
2022-02-07;29649;5410;11689;2677;17960;2733
2022-02-08;37832;6637;17102;3608;20730;3029
2022-02-09;29062;5008;12665;2642;16397;2366
2022-02-10;22683;3880;9377;1888;13306;1992
2022-02-11;22170;4078;9080;1995;13090;2083
2022-02-12;10961;1824;4255;871;6706;953
2022-02-13;7210;1111;2340;381;4870;730
2022-02-14;19505;3721;7426;1733;12079;1988
2022-02-15;28310;5059;12124;2768;16186;2291
2022-02-16;17019;2913;7039;1474;9980;1439
2022-02-17;15552;2911;5997;1357;9555;1554
2022-02-18;13794;2594;5500;1252;8294;1342
2022-02-19;8239;1332;3218;612;5021;720
2022-02-20;4285;680;1370;268;2915;412
2022-02-21;13477;2548;4784;1144;8693;1404
2022-02-22;14240;2589;5767;1334;8473;1255
2022-02-23;11223;2035;4388;999;6835;1036
2022-02-24;10046;1850;3780;906;6266;944
2022-02-25;9141;1741;3458;838;5683;903
2022-02-26;5604;964;1972;426;3632;538
2022-02-27;3334;482;961;171;2373;311
2022-02-28;10178;1883;3368;910;6810;973
2022-03-01;11640;2241;4449;1116;7191;1125
2022-03-02;8977;1686;3464;830;5513;856
2022-03-03;8087;1571;2988;784;5099;787
2022-03-04;8272;1612;3081;793;5191;819
2022-03-05;4571;836;1736;415;2835;421
2022-03-06;2585;469;829;204;1756;265
2022-03-07;10490;2014;3467;940;7023;1074
2022-03-08;10502;1994;3750;958;6752;1036
2022-03-09;9103;1696;3128;834;5975;862
2022-03-10;8255;1563;2833;725;5422;838
2022-03-11;8370;1666;2854;826;5516;840
2022-03-12;4443;763;1551;386;2892;377
2022-03-13;2769;437;858;205;1911;232
2022-03-14;10839;2096;3305;922;7534;1174
2022-03-15;10736;1960;3548;951;7188;1009
2022-03-16;8577;1659;2776;819;5801;840
2022-03-17;8166;1504;2573;668;5593;836
2022-03-18;8743;1667;2811;762;5932;905
2022-03-19;4799;784;1506;346;3293;438
2022-03-20;2286;381;610;158;1676;223
2022-03-21;10433;2079;2955;866;7478;1213
2022-03-22;10506;1998;3255;912;7251;1086
2022-03-23;8497;1563;2572;726;5925;837
2022-03-24;7135;1356;2181;605;4954;751
2022-03-25;7562;1414;2340;637;5222;777
2022-03-26;3527;656;1067;307;2460;349
2022-03-27;2255;349;620;145;1635;204
2022-03-28;8834;1690;2433;727;6401;963
2022-03-29;8920;1677;2521;776;6399;901
2022-03-30;7407;1354;2127;623;5280;731
2022-03-31;6500;1287;1816;536;4684;751
2022-04-01;5990;1138;1713;503;4277;635
2022-04-02;2597;472;707;196;1890;276
2022-04-03;1668;318;408;116;1260;202
2022-04-04;6573;1298;1731;548;4842;750
2022-04-05;6714;1272;1897;572;4817;700
2022-04-06;5295;1100;1391;478;3904;622
2022-04-07;4987;932;1360;406;3627;526
2022-04-08;4143;813;1184;357;2959;456
2022-04-09;2266;402;651;177;1615;225
2022-04-10;1403;215;358;86;1045;129
2022-04-11;4754;971;1131;411;3623;560
2022-04-12;4041;799;1131;372;2910;427
2022-04-13;3480;610;910;241;2570;369
2022-04-14;3314;650;923;283;2391;367
2022-04-15;1261;194;349;98;912;96
2022-04-16;1093;231;264;110;829;121
2022-04-17;757;123;187;50;570;73
2022-04-18;893;146;210;51;683;95
2022-04-19;3609;695;807;287;2802;408
2022-04-20;3445;644;895;289;2550;355
2022-04-21;2168;410;580;176;1588;234
2022-04-22;2119;422;534;195;1585;227
2022-04-23;918;171;247;76;671;95
2022-04-24;595;118;145;51;450;67
2022-04-25;2266;450;501;196;1765;254
2022-04-26;2048;392;518;158;1530;234
2022-04-27;1653;317;451;135;1202;182
2022-04-28;1571;308;481;127;1090;181
2022-04-29;1439;243;371;114;1068;129
2022-04-30;605;142;150;65;455;77
2022-05-01;398;81;108;26;290;55
2022-05-02;1692;335;408;128;1284;207
2022-05-03;1386;264;347;114;1039;150
2022-05-04;1215;221;305;94;910;127
2022-05-05;942;199;266;83;676;116
2022-05-06;796;188;198;78;598;110
2022-05-07;239;55;66;24;173;31
2022-05-08;137;12;42;3;95;9
2022-05-09;875;186;197;50;678;136
2022-05-10;754;150;167;62;587;88
2022-05-11;592;124;168;54;424;70
2022-05-12;521;122;139;51;382;71
2022-05-13;470;104;108;50;362;54
2022-05-14;145;27;47;10;98;17
2022-05-15;73;10;16;7;57;3
2022-05-16;519;118;116;42;403;76
2022-05-17;493;105;129;51;364;54
2022-05-18;358;67;95;29;263;38
2022-05-19;362;72;93;27;269;45
2022-05-20;328;77;82;42;246;35
2022-05-21;87;17;31;7;56;10
2022-05-22;65;8;23;6;42;2
2022-05-23;409;70;102;31;307;39
2022-05-24;200;42;50;14;150;28
2022-05-25;362;65;98;28;264;37
2022-05-26;247;52;60;20;187;32
2022-05-27;254;51;69;25;185;26
2022-05-28;60;11;16;5;44;6
2022-05-29;29;4;7;1;22;3
2022-05-30;320;64;71;21;249;43
2022-05-31;288;49;83;19;205;30
2022-06-01;235;58;61;18;174;40
2022-06-02;177;30;56;13;121;17
2022-06-03;290;63;79;20;211;43
2022-06-04;83;16;30;6;53;10
2022-06-05;30;6;10;4;20;2
2022-06-06;406;91;90;26;316;65
2022-06-07;314;21;77;5;237;16
2022-06-08;402;136;86;56;316;80
2022-06-09;286;66;59;26;227;40
2022-06-10;328;74;81;22;247;52
2022-06-11;89;26;29;11;60;15
2022-06-12;64;10;21;1;43;9
2022-06-13;458;121;117;37;341;84
2022-06-14;449;134;90;48;359;86
2022-06-15;410;117;102;49;308;68
2022-06-16;370;88;67;34;303;54
2022-06-17;442;121;88;58;354;63
2022-06-18;124;36;28;14;96;22
2022-06-19;71;18;21;9;50;9
2022-06-20;614;140;132;48;482;92
2022-06-21;607;152;131;59;476;93
2022-06-22;684;171;140;77;544;94
2022-06-23;757;198;157;77;600;121
2022-06-24;750;192;192;76;558;116
2022-06-25;240;51;68;29;172;22
2022-06-26;124;15;20;5;104;10
2022-06-27;1247;355;236;130;1011;225
2022-06-28;1187;349;221;133;966;216
2022-06-29;1163;328;251;119;912;209
2022-06-30;1009;300;225;108;784;192
2022-07-01;1307;375;276;150;1031;225
2022-07-02;367;117;75;50;292;67
2022-07-03;161;32;48;10;113;22
2022-07-04;1320;388;272;160;1048;228
2022-07-05;544;135;120;40;424;95
2022-07-06;221;61;63;25;158;36
2022-07-07;1556;498;332;186;1224;312
2022-07-08;1851;593;401;241;1450;352
2022-07-09;482;136;107;59;375;77
2022-07-10;250;56;60;17;190;39
2022-07-11;2045;708;414;244;1631;464
2022-07-12;1996;668;480;262;1516;406
2022-07-13;1994;669;457;246;1537;423
2022-07-14;1729;660;446;279;1283;381
2022-07-15;2314;809;525;323;1789;486
2022-07-16;587;190;144;81;443;109
2022-07-17;270;73;68;27;202;46
2022-07-18;2916;1000;601;351;2315;649
2022-07-19;3256;1135;705;421;2551;714
2022-07-20;2775;1050;646;439;2129;611
2022-07-21;2723;963;641;407;2082;556
2022-07-22;2914;1031;741;376;2173;655
2022-07-23;977;322;236;127;741;195
2022-07-24;368;104;97;32;271;72
2022-07-25;3793;1338;825;498;2968;840
2022-07-26;3478;1223;742;503;2736;720
2022-07-27;3006;1101;722;419;2284;682
2022-07-28;2591;928;634;386;1957;542
2022-07-29;2824;1068;694;432;2130;636
2022-07-30;655;231;154;108;501;123
2022-07-31;345;99;85;37;260;62
2022-08-01;3475;1334;768;506;2707;828
2022-08-02;3109;1196;686;463;2423;733
2022-08-03;2700;1004;619;430;2081;574
2022-08-04;2175;880;519;361;1656;519
2022-08-05;2438;1020;597;429;1841;591
2022-08-06;533;239;132;93;401;146
2022-08-07;289;87;64;28;225;59
2022-08-08;2984;1214;645;482;2339;732
2022-08-09;2441;997;544;417;1897;580
2022-08-10;2233;913;567;382;1666;531
2022-08-11;1946;749;475;304;1471;445
2022-08-12;2223;917;563;404;1660;513
2022-08-13;591;234;160;103;431;131
2022-08-14;300;66;85;23;215;43
2022-08-15;2906;1155;641;453;2265;702
2022-08-16;2827;1199;616;522;2211;677
2022-08-17;2431;975;598;387;1833;588
2022-08-18;1913;805;448;313;1465;492
2022-08-19;2124;895;539;381;1585;514
2022-08-20;484;187;133;79;351;108
2022-08-21;216;75;64;27;152;48
2022-08-22;2574;1115;544;413;2030;702
2022-08-23;2235;935;555;377;1680;558
2022-08-24;1883;857;489;349;1394;508
2022-08-25;1634;666;384;252;1250;414
2022-08-26;1866;777;472;298;1394;479
2022-08-27;453;184;133;66;320;118
2022-08-28;216;57;54;26;162;31
2022-08-29;2691;1267;616;446;2075;821
2022-08-30;2270;1027;521;397;1749;630
2022-08-31;1957;936;444;377;1513;559
2022-09-01;1633;674;418;272;1215;402
2022-09-02;1867;870;479;325;1388;545
2022-09-03;388;169;103;76;285;93
2022-09-04;191;58;48;22;143;36
2022-09-05;2779;1371;632;534;2147;837
2022-09-06;2471;1088;641;448;1830;640
2022-09-07;2311;1091;629;417;1682;674
2022-09-08;2126;909;532;405;1594;504
2022-09-09;2344;1175;615;495;1729;680
2022-09-10;468;224;138;101;330;123
2022-09-11;289;91;85;31;204;60
2022-09-12;3307;1627;751;629;2556;998
2022-09-13;3044;1543;717;648;2327;895
2022-09-14;2641;1312;635;521;2006;791
2022-09-15;2512;1215;587;462;1925;753
2022-09-16;2597;1273;580;531;2017;742
2022-09-17;468;243;103;91;365;152
2022-09-18;320;87;86;35;234;52
2022-09-19;3792;1847;741;671;3051;1176
2022-09-20;3221;1513;686;518;2535;995
2022-09-21;3030;1455;620;524;2410;931
2022-09-22;2607;1282;518;412;2089;870
2022-09-23;2913;1392;593;504;2320;888
2022-09-24;590;229;137;84;453;145
2022-09-25;316;106;80;24;236;82
2022-09-26;4799;2022;902;654;3897;1368
2022-09-27;4277;1806;825;573;3452;1233
2022-09-28;802;290;170;111;632;179
2022-09-29;3736;1549;701;444;3035;1105
2022-09-30;3893;1640;788;543;3105;1097
2022-10-01;701;275;148;86;553;189
2022-10-02;383;110;82;33;301;77
2022-10-03;4875;2132;894;672;3981;1460
2022-10-04;3500;1493;642;479;2858;1014
2022-10-05;3332;1441;630;466;2702;975
2022-10-06;2836;1236;542;385;2294;851
2022-10-07;2874;1154;575;353;2299;801
2022-10-08;600;231;129;68;471;163
2022-10-09;308;95;73;16;235;79
2022-10-10;3890;1661;656;544;3234;1117
2022-10-11;2979;1218;573;374;2406;844
2022-10-12;2233;1000;432;306;1801;694
2022-10-13;2311;909;417;294;1894;615
2022-10-14;1949;857;395;261;1554;596
2022-10-15;357;135;81;43;276;92
2022-10-16;234;63;63;20;171;43
2022-10-17;2459;1050;456;328;2003;722
2022-10-18;2386;1071;442;342;1944;729
2022-10-19;1492;980;294;269;1198;711
2022-10-20;1674;725;334;238;1340;487
2022-10-21;1357;530;283;174;1074;356
2022-10-22;286;106;67;29;219;77
2022-10-23;169;55;35;15;134;40
2022-10-24;1808;813;359;258;1449;555
2022-10-25;1351;565;276;174;1075;391
2022-10-26;1105;459;211;142;894;317
2022-10-27;965;420;202;122;763;298
2022-10-28;189;61;29;15;160;46
2022-10-29;163;38;38;9;125;29
2022-10-30;104;32;27;12;77;20
2022-10-31;1404;656;278;193;1126;463
2022-11-01;1113;517;242;168;871;349
2022-11-02;821;382;164;138;657;244
2022-11-03;680;290;148;87;532;203
2022-11-04;645;303;123;95;522;208
2022-11-05;153;54;32;16;121;38
2022-11-06;92;22;21;4;71;18
2022-11-07;933;493;193;145;740;348
2022-11-08;716;337;162;98;554;239
2022-11-09;629;283;124;89;505;194
2022-11-10;539;256;118;70;421;186
2022-11-11;534;216;113;57;421;159
2022-11-12;118;46;31;20;87;26
2022-11-13;76;18;13;5;63;13
2022-11-14;824;449;148;130;676;319
2022-11-15;620;281;116;86;504;195
2022-11-16;561;294;134;89;427;205
2022-11-17;83;40;26;11;57;29
2022-11-18;453;241;96;65;357;176
2022-11-19;126;53;34;16;92;37
2022-11-20;88;25;18;9;70;16
2022-11-21;864;459;161;131;703;328
2022-11-22;643;326;132;92;511;234
2022-11-23;527;260;125;76;402;184
2022-11-24;499;248;90;69;409;179
2022-11-25;506;262;103;70;403;192
2022-11-26;119;38;26;9;93;29
2022-11-27;75;28;15;6;60;22
2022-11-28;892;513;189;133;703;380
2022-11-29;758;359;150;98;608;261
2022-11-30;661;334;135;107;526;227
2022-12-01;584;314;121;78;463;236
2022-12-02;577;312;128;84;449;228
2022-12-03;146;63;38;18;108;45
2022-12-04;94;31;17;7;77;24
2022-12-05;973;542;183;145;790;397
2022-12-06;852;423;150;112;702;311
2022-12-07;719;361;152;95;567;266
2022-12-08;670;321;121;89;549;232
2022-12-09;649;336;132;83;517;253
2022-12-10;147;43;28;13;119;30
2022-12-11;85;23;22;5;63;18
2022-12-12;992;501;180;130;812;371
2022-12-13;749;441;152;122;597;319
2022-12-14;641;319;123;86;518;233
2022-12-15;556;247;109;61;447;186
2022-12-16;547;268;122;73;425;195
2022-12-17;122;36;21;13;101;23
2022-12-18;89;19;21;5;68;14
2022-12-19;908;485;190;126;718;359
2022-12-20;592;284;120;79;472;205
2022-12-21;520;282;117;65;403;217
2022-12-22;443;238;97;66;346;172
2022-12-23;341;167;73;49;268;118
2022-12-24;75;23;19;5;56;18
2022-12-25;88;28;23;4;65;24
2022-12-26;88;29;23;4;65;25
2022-12-27;540;230;108;54;432;176
2022-12-28;416;176;74;52;342;124
2022-12-29;380;188;88;35;292;153
2022-12-30;312;133;72;37;240;96
2022-12-31;96;20;24;4;72;16
2023-01-01;72;17;13;5;59;12
2023-01-02;560;314;102;64;458;250
2023-01-03;408;214;85;54;323;160
2023-01-04;312;169;78;38;234;131
2023-01-05;259;132;62;21;197;111
2023-01-06;238;131;55;29;183;102
2023-01-07;61;24;22;2;39;22
2023-01-08;38;9;13;2;25;7
2023-01-09;378;253;74;67;304;186
2023-01-10;236;139;56;33;180;106
2023-01-11;196;96;36;22;160;74
2023-01-12;187;115;36;37;151;78
2023-01-13;175;97;30;24;145;73
2023-01-14;28;7;10;2;18;5
2023-01-15;22;3;7;1;15;2
2023-01-16;267;172;60;30;207;142
2023-01-17;245;122;53;33;192;89
2023-01-18;196;127;39;27;157;100
2023-01-19;177;91;28;22;149;69
2023-01-20;199;136;51;31;148;105
2023-01-21;35;19;11;8;24;11
2023-01-22;37;9;9;2;28;7
2023-01-23;259;219;57;62;202;157
2023-01-24;224;166;48;40;176;126
2023-01-25;202;158;50;40;152;118
2023-01-26;191;124;40;32;151;92
2023-01-27;212;115;37;26;175;89
2023-01-28;25;20;8;5;17;15
2023-01-29;38;14;6;1;32;13
2023-01-30;365;289;65;67;300;222
2023-01-31;316;220;55;53;261;167
2023-02-01;280;230;50;53;230;177
2023-02-02;252;178;37;49;215;129
2023-02-03;279;167;51;38;228;129
2023-02-04;56;32;11;10;45;22
2023-02-05;28;19;13;7;15;12
2023-02-06;578;420;108;99;470;321
2023-02-07;411;307;77;73;334;234
2023-02-08;366;281;88;64;278;217
2023-02-09;333;240;64;49;269;191
2023-02-10;421;269;86;47;335;222
2023-02-11;100;44;18;7;82;37
2023-02-12;62;33;11;7;51;26
2023-02-13;833;573;161;115;672;458
2023-02-14;652;499;137;112;515;387
2023-02-15;622;420;129;98;493;322
2023-02-16;530;356;95;63;435;293
2023-02-17;589;411;145;89;444;322
2023-02-18;97;36;25;12;72;24
2023-02-19;83;25;19;1;64;24
2023-02-20;1053;775;186;161;867;614
2023-02-21;898;526;175;116;723;410
2023-02-22;731;485;147;108;584;377
2023-02-23;724;456;144;90;580;366
2023-02-24;654;402;125;89;529;313
2023-02-25;113;34;33;7;80;27
2023-02-26;86;20;24;5;62;15
2023-02-27;955;723;190;163;765;560